INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../fft_test.cpp in debug mode
   Compiling ../../../../fft.cpp in debug mode
   Generating csim.exe
INPUTS
Printing FFT Output
   0	523776.000000	0.000000
   1	-511.996460	166885.500000
   2	-511.998199	83441.968750
   3	-512.003784	55627.101562
   4	-511.999084	41719.414062
   5	-511.996826	33374.585938
   6	-512.001831	27811.195312
   7	-512.007812	23837.199219
   8	-512.002808	20856.566406
   9	-511.999603	18538.179688
  10	-512.002014	16683.369141
  11	-512.003784	15165.697266
  12	-512.000854	13900.884766
  13	-511.999878	12830.578125
  14	-511.997894	11913.093750
  15	-511.999084	11117.864258
  16	-511.998413	10421.998047
  17	-511.996185	9807.920898
  18	-511.996399	9262.017578
  19	-511.997559	8773.522461
  20	-511.997192	8333.824219
  21	-511.997375	7935.951172
  22	-511.997131	7574.202148
  23	-511.999298	7243.865234
  24	-511.996948	6941.008789
  25	-511.995605	6662.338867
  26	-511.996704	6405.066406
  27	-511.996063	6166.812012
  28	-511.996307	5945.537109
  29	-511.995422	5739.484863
  30	-511.995575	5547.128906
  31	-511.993195	5367.135742
  32	-511.997986	5198.421875
  33	-511.996704	5039.860352
  34	-511.996857	4890.595703
  35	-511.997711	4749.830566
  36	-511.996979	4616.856445
  37	-511.997406	4491.041992
  38	-511.997528	4371.820801
  39	-511.998566	4258.687500
  40	-511.997314	4151.184082
  41	-511.997345	4048.899414
  42	-511.999023	3951.460449
  43	-512.000061	3858.528076
  44	-511.999298	3769.797363
  45	-511.999481	3684.985840
  46	-511.999542	3603.838135
  47	-512.000000	3526.119629
  48	-512.000977	3451.623779
  49	-512.000366	3380.144043
  50	-512.000793	3311.501465
  51	-512.001831	3245.531250
  52	-512.002014	3182.077148
  53	-512.002380	3120.997559
  54	-512.002991	3062.161133
  55	-512.004395	3005.445801
  56	-512.004028	2950.736084
  57	-512.003967	2897.928467
  58	-512.005127	2846.924561
  59	-512.005066	2797.632324
  60	-512.006958	2749.967285
  61	-512.008301	2703.851074
  62	-512.010742	2659.213379
  63	-512.020081	2616.007812
  64	-512.002563	2573.998779
  65	-512.004639	2533.353516
  66	-512.001953	2493.925293
  67	-512.001343	2455.657471
  68	-512.002197	2418.499268
  69	-512.002808	2382.402588
  70	-512.002808	2347.322510
  71	-512.003723	2313.215820
  72	-512.003235	2280.041016
  73	-512.002991	2247.760742
  74	-512.003723	2216.338379
  75	-512.003418	2185.739746
  76	-512.003479	2155.932129
  77	-512.003235	2126.885010
  78	-512.002808	2098.568604
  79	-512.003296	2070.953857
  80	-512.003784	2044.020874
  81	-512.003113	2017.736572
  82	-512.003174	1992.080688
  83	-512.002930	1967.029541
  84	-512.002808	1942.562500
  85	-512.002441	1918.658081
  86	-512.002441	1895.297363
  87	-512.002930	1872.461182
  88	-512.001953	1850.131348
  89	-512.001465	1828.291260
  90	-512.001770	1806.924683
  91	-512.000977	1786.015625
  92	-512.000854	1765.549072
  93	-512.000000	1745.510742
  94	-511.999573	1725.885742
  95	-511.997345	1706.657715
  96	-512.001343	1687.839478
  97	-512.000854	1669.385010
  98	-512.000916	1651.295776
  99	-512.000732	1633.560913
 100	-512.000244	1616.170044
 101	-512.000366	1599.112915
 102	-512.000244	1582.379639
 103	-512.000732	1565.960693
 104	-512.000122	1549.846558
 105	-511.999664	1534.029297
 106	-512.000244	1518.500000
 107	-512.000366	1503.250610
 108	-511.999725	1488.273560
 109	-511.999359	1473.561279
 110	-511.999146	1459.106445
 111	-511.998718	1444.900879
 112	-511.999176	1430.942383
 113	-511.998352	1417.219727
 114	-511.998230	1403.727539
 115	-511.998444	1390.460449
 116	-511.998260	1377.412842
 117	-511.997742	1364.578613
 118	-511.997437	1351.952393
 119	-511.997314	1339.529297
 120	-511.997101	1327.303101
 121	-511.996033	1315.269775
 122	-511.995514	1303.424561
 123	-511.994446	1291.761963
 124	-511.992249	1280.277344
 125	-511.990845	1268.964478
 126	-511.982727	1257.817383
 127	-511.968658	1246.809570
 128	-511.999084	1236.077026
 129	-511.993622	1225.431885
 130	-512.000000	1214.937134
 131	-511.998474	1204.597168
 132	-511.998596	1194.405273
 133	-511.999207	1184.357666
 134	-511.998108	1174.452393
 135	-511.998871	1164.684814
 136	-511.998474	1155.052979
 137	-511.998230	1145.553467
 138	-511.998352	1136.183838
 139	-511.998596	1126.940063
 140	-511.998566	1117.821045
 141	-511.998413	1108.822998
 142	-511.997833	1099.943848
 143	-511.997772	1091.179810
 144	-511.998199	1082.532471
 145	-511.998108	1073.994873
 146	-511.997742	1065.566650
 147	-511.997925	1057.245239
 148	-511.997650	1049.028687
 149	-511.997650	1040.914551
 150	-511.997742	1032.901245
 151	-511.997986	1024.986450
 152	-511.997528	1017.168091
 153	-511.997040	1009.444763
 154	-511.996918	1001.813843
 155	-511.996948	994.274170
 156	-511.996765	986.823608
 157	-511.996155	979.460388
 158	-511.995544	972.182312
 159	-511.993317	964.986023
 160	-511.997467	957.883911
 161	-511.997192	950.855469
 162	-511.997040	943.906677
 163	-511.997314	937.035645
 164	-511.997131	930.241638
 165	-511.997314	923.522888
 166	-511.997101	916.878235
 167	-511.997375	910.306152
 168	-511.996979	903.805420
 169	-511.996948	897.374573
 170	-511.997284	891.012451
 171	-511.997375	884.717896
 172	-511.997284	878.490112
 173	-511.997314	872.327148
 174	-511.997009	866.228394
 175	-511.996796	860.191895
 176	-511.997467	854.218994
 177	-511.997253	848.306396
 178	-511.997253	842.453247
 179	-511.997742	836.658936
 180	-511.997711	830.922546
 181	-511.997803	825.242859
 182	-511.997986	819.619263
 183	-511.998535	814.050720
 184	-511.998596	808.536133
 185	-511.998596	803.075012
 186	-511.999207	797.666260
 187	-511.999512	792.309509
 188	-512.000671	787.003723
 189	-512.002258	781.748535
 190	-512.005066	776.545166
 191	-512.014465	771.399231
 192	-511.996460	766.259644
 193	-511.997009	761.193054
 194	-511.996155	756.173767
 195	-511.995819	751.199280
 196	-511.996063	746.269043
 197	-511.996094	741.382812
 198	-511.996033	736.539795
 199	-511.996307	731.739319
 200	-511.995941	726.980774
 201	-511.995789	722.263611
 202	-511.995850	717.587097
 203	-511.995789	712.950500
 204	-511.995544	708.353455
 205	-511.995361	703.795227
 206	-511.995026	699.275330
 207	-511.994812	694.792114
 208	-511.995270	690.348083
 209	-511.994812	685.939819
 210	-511.994812	681.567566
 211	-511.994690	677.230652
 212	-511.994629	672.929077
 213	-511.994385	668.661804
 214	-511.994324	664.428650
 215	-511.994293	660.229248
 216	-511.993896	656.062744
 217	-511.993347	651.928833
 218	-511.993347	647.826904
 219	-511.992981	643.756775
 220	-511.992584	639.718018
 221	-511.992126	635.709839
 222	-511.990967	631.731567
 223	-511.988770	627.781433
 224	-511.992737	623.868408
 225	-511.992340	619.979797
 226	-511.991943	616.119934
 227	-511.991882	612.288269
 228	-511.991455	608.484680
 229	-511.991394	604.708618
 230	-511.991028	600.960022
 231	-511.990845	597.238159
 232	-511.990204	593.542969
 233	-511.989624	589.873779
 234	-511.989594	586.230225
 235	-511.988983	582.612244
 236	-511.988403	579.019531
 237	-511.987793	575.451538
 238	-511.986908	571.907837
 239	-511.986145	568.387695
 240	-511.985565	564.893188
 241	-511.984680	561.421082
 242	-511.983734	557.971924
 243	-511.982574	554.545654
 244	-511.981293	551.142029
 245	-511.979553	547.760559
 246	-511.977509	544.401062
 247	-511.975800	541.062317
 248	-511.972412	537.745056
 249	-511.968750	534.447998
 250	-511.963593	531.171021
 251	-511.956329	527.912842
 252	-511.946167	524.670776
 253	-511.928040	521.443054
 254	-511.892822	518.216858
 255	-511.787262	514.939087
 256	-511.998688	511.999969
 257	-511.993744	508.872803
 258	-511.996429	505.757263
 259	-511.998474	502.660828
 260	-511.999023	499.584778
 261	-511.998566	496.528076
 262	-511.998383	493.489136
 263	-511.998352	490.468201
 264	-511.998932	487.464050
 265	-511.998169	484.478821
 266	-511.998749	481.509766
 267	-511.998535	478.558228
 268	-511.998260	475.623901
 269	-511.998352	472.705505
 270	-511.998077	469.804016
 271	-511.997772	466.918152
 272	-511.998444	464.049805
 273	-511.998169	461.196716
 274	-511.998291	458.359131
 275	-511.998169	455.537170
 276	-511.998138	452.730530
 277	-511.997986	449.939148
 278	-511.998108	447.162659
 279	-511.998291	444.401062
 280	-511.997955	441.654175
 281	-511.997772	438.921692
 282	-511.997620	436.203613
 283	-511.997559	433.499573
 284	-511.997437	430.809509
 285	-511.996857	428.133423
 286	-511.996216	425.470337
 287	-511.994049	422.819824
 288	-511.998260	420.187622
 289	-511.997986	417.565674
 290	-511.997986	414.956543
 291	-511.997955	412.360352
 292	-511.997986	409.776978
 293	-511.997955	407.206421
 294	-511.997833	404.648254
 295	-511.998047	402.102356
 296	-511.997925	399.568787
 297	-511.997864	397.047363
 298	-511.998077	394.537842
 299	-511.998108	392.039978
 300	-511.998047	389.554321
 301	-511.998047	387.079895
 302	-511.997864	384.616882
 303	-511.997559	382.164917
 304	-511.998230	379.725037
 305	-511.998260	377.295898
 306	-511.998291	374.877563
 307	-511.998688	372.470093
 308	-511.998657	370.073364
 309	-511.998840	367.687256
 310	-511.999084	365.311584
 311	-511.999420	362.946350
 312	-511.999573	360.591553
 313	-511.999756	358.246887
 314	-512.000366	355.912354
 315	-512.000793	353.587952
 316	-512.001953	351.273376
 317	-512.003601	348.969177
 318	-512.006531	346.675720
 319	-512.015991	344.395874
 320	-511.998138	342.107025
